"V1","V2","V3","V4","V5"
-2.14403670237497,-0.89866159568489,0.869125508522509,2.72907988777975,-0.86574045081671
-0.367664590620567,-0.574239728361428,-0.399396074415116,-0.698761151152424,0.458368652437166
-0.267826968542324,0.125619155648156,0.495094051484661,-1.25997591407705,-0.379607007180343
-1.49264692904283,-0.966643257204046,-0.533676382214212,0.2796784683713,0.690941243337525
-0.0618707632620373,-0.622264961780587,0.489930019995206,-1.00039155381569,1.51588115137298
-0.138006751138751,1.08913304698608,-2.00697914012092,-1.58466851602743,-1.23147980914969
1.60032470520243,1.14397970718852,-0.202072459284859,-1.16776803161693,0.337295169609357
1.2392691152899,-1.6232987193974,-1.2604804565995,0.488521447808386,-0.425183788858392
-0.746520112487942,-0.877206331873092,-1.19199888286101,1.43544548026014,0.934077570413994
1.31791559231302,-1.59202471091938,0.278861556190455,-1.32760699546529,0.230814901661964
2.05641115154408,-0.170574297406636,-1.28122225774715,-0.672747464039387,0.0347431770668225
-0.680849765611216,0.632580927664125,0.716850599014012,2.14203807887799,0.430560750328
1.17403374243075,1.51640545114607,-0.0176953219596635,-0.74665626647909,-0.558066637913679
1.16959822555618,0.751942372654795,0.777422262864463,0.0164198982465723,1.02638408667712
-0.832624165142623,0.746645739571225,-2.20602954503011,1.45509359367438,0.620604050621877
-1.27856648783513,-0.740712323436664,-0.683153641215206,0.810380185536181,2.39959980884101
-0.8475738078347,2.59339249374523,-0.00859726568818904,1.11315935879334,0.150240000577418
-0.00216223059789674,0.864724821702233,-0.0616280619308801,0.03595408239088,-0.265868794271536
-0.314240277668707,-0.399624455535867,0.887016935377931,1.52471078818362,-1.49456638669775
1.23691372966548,0.492832748352014,0.974543325152996,1.09017306813881,1.21501275077955
0.0149223115889069,-1.87015751218164,-3.00740581132876,-1.00520587386332,0.983014451739367
-0.18870494235503,0.410871243061706,-0.805567409182782,-0.563191218881976,0.211403011070079
-0.747533415159019,0.451431370942194,0.671299104808832,1.0173866750389,-0.796847341581185
0.706921339953036,0.258964707424344,-0.352655529479446,1.01471121127276,0.688827099280976
1.03162351409929,-1.50090348839492,0.341298437738441,-1.14589592821173,-1.07554746947444
-0.568215865389973,1.32757021727363,-1.78715513622508,-0.234251788630266,1.00144050770315
-1.39257313120646,-0.133283528611344,0.0319724926671925,1.89887180643349,1.27770844030209
0.808365480386258,0.754557717653164,-0.901696050302286,-0.299392542047856,-0.294739310124089
-0.575550745740793,0.401429550952098,-0.502349466520949,-1.91347992611263,-2.09519347892611
0.358939971248046,1.63718478428303,-1.22284967897897,1.61382790322847,-2.2030901419274
0.0253748159243859,-0.608103747728818,0.363320064844693,1.4039082038656,-0.234295734212396
0.519423770401982,0.182059443342286,0.436654517697926,-1.96281500151597,1.29120215869526
1.20835099420895,1.40652621098605,-1.82038440312365,0.00924233397529708,-0.929803728437757
0.527611017508641,2.35325228651548,-0.615628424593547,0.936954038702769,1.44068025427998
-0.852560739835582,0.304166422486077,-0.528072609208751,-0.558298784299232,-0.552679941243103
1.27238672537348,0.221266122238439,-0.267644575322424,1.61890390638028,-1.11523901608963
-2.49216207173912,-0.126804042588701,-1.71374303212473,0.0926041931448182,-1.11981527643668
1.67184330708036,0.186912063356109,1.05513911857464,1.33801251983125,1.10756924565792
-0.620406053425241,1.16231416529632,-0.224642894938264,-0.127639642939837,-0.634005043900815
-0.508574388276266,0.536554731424834,1.91538093044689,0.240196524987,-0.524130914637908
1.51860521416586,-0.239393602818886,1.24839250124115,3.04097425259879,1.91649005329726
-0.868560190527583,-1.41264615271739,-0.582123597657287,-1.01282933460355,-0.442939677559426
-1.04111284936546,-0.903334658694581,-1.24658944361181,-0.883640363579426,0.871980611015128
0.026018433172495,0.623273179710346,-1.5543443403799,0.464199685641392,0.530996997951967
-1.30106965076909,1.3516718012201,0.882160976789339,1.90995945189823,-1.41181188067445
0.368033779736905,0.0501654669571811,-1.18881230003394,0.394295079566454,1.13785713351714
-0.194691913278629,-0.322502960717084,-1.1011822130857,0.429696820039421,-0.163281053132822
-1.32741971015227,0.926720110600023,-0.161847961084221,0.643452323846676,-0.98902637586161
-0.0718793050226229,0.230652081105237,0.0699825373292855,0.893438251677191,0.19115069667446
